;DJ Industrial Average - Index Total Return Level;FTSE 100 - Index Total Return Level;France CAC 40 - Index Total Return Level
;DJIAK:FG_TOTAL_RET_IDX(,,'UNHEDGED');180555:FG_TOTAL_RET_IDX(,,'UNHEDGED');180454:FG_TOTAL_RET_IDX(,,'UNHEDGED')
;19870930;19851231;19871231
;20251208;20251208;20251208
;Index;Index;Index
;Dow Jones Global;FTSE UK;Euronext
20131212;30758,18939;4697,459821;9067,78415
20131213;30789,31303;4693,602465;9046,812802
20131216;31041,81612;4753,539306;9196,662955
20131217;31023,61883;4727,297767;9082,283675
20131218;31595,64124;4731,819654;9173,526033
20131219;31620,11346;4799,327103;9324,252803
20131220;31702,32219;4815,277901;9361,608392
20131223;31845,90507;4868,647421;9409,657878
20131224;31968,90439;4879,990102;9416,606982
20131225;31968,90439;4879,990102;9416,606982
20131226;32208,00001;4879,990102;9416,606982
20131227;32205,11329;4921,32618;9548,858929
20131230;32255,69363;4907,038525;9544,526408
20131231;32397,14285;4920,227861;9589,706026
20140101;32397,14285;4920,227861;9589,706026
20140102;32139,59733;4897,494348;9436,423946
20140103;32195,5866;4906,796399;9481,89224
20140106;32107,8366;4906,845444;9437,00526
20140107;32314,72071;4924,863377;9515,445843
20140108;32196,71642;4900,504881;9511,58943
20140109;32161,54948;4878,316623;9431,645314
20140110;32146,47794;4913,747919;9488,463943
20140113;31796,19008;4926,29123;9516,75552
20140114;32022,89126;4933,369527;9541,149469
20140115;32234,26969;4974,294052;9670,340031
20140116;32114,82769;4971,055352;9641,753005
20140117;32196,10751;4981,184369;9660,142645
20140120;32196,10751;4986,602761;9650,680522
20140121;32109,80266;4984,799669;9654,223717
20140122;32036,9586;4980,525924;9656,692226
20140123;31692,60015;4941,824383;9558,403828
20140124;31069,91514;4861,903326;9291,619373
20140127;30989,24442;4779,397853;9253,854096
20140128;31166,66975;4795,207383;9344,80833
20140129;30795,35823;4774,742391;9281,594235
20140130;31010,22886;4770,49153;9333,042095
20140131;30717,20061;4750,049992;9301,107824
20140203;30079,24848;4717,385079;9171,673618
20140204;30220,9877;4705,42394;9193,325371
20140205;30217,28086;4712,472505;9194,096423
20140206;30605,63417;4785,7287;9351,070091
20140207;30929,84933;4795,509057;9440,571263
20140210;30944,9408;4810,002445;9460,541054
20140211;31322,85645;4869,192208;9563,684718
20140212;31313,10988;4878,650864;9613,192792
20140213;31437,9421;4867,241785;9629,495562
20140214;31686,66179;4870,314712;9690,540943
20140217;31686,66179;4923,210264;9679,457676
20140218;31643,14056;4967,381847;9669,480289
20140219;31466,89461;4977,974955;9692,693488
20140220;31651,45524;4989,900033;9724,816997
20140221;31601,05885;5008,261555;9781,91384
20140224;31804,83989;5028,623111;9866,911171
20140225;31750,90156;5002,724491;9856,67494
20140226;31794,63194;4981,443828;9817,287983
20140227;31953,58304;4989,596235;9816,145009
20140228;32049,92638;4989,17446;9842,245505
20140303;31748,15985;4914,924261;9580,53058
20140304;32195,57634;4999,486461;9815,045869
20140305;32125,4626;4969,688191;9804,667203
20140306;32252,9536;4979,27267;9862,247506
20140307;32319,54946;4923,659173;9749,211114
20140310;32252,68882;4906,626464;9759,082452
20140311;32126,15821;4903,745976;9711,941867
20140312;32111,58495;4870,640474;9614,893125
20140313;31662,80195;4821,262835;9490,411533
20140314;31577,85146;4802,221777;9414,193535
20140317;31934,694;4831,983959;9538,309263
20140318;32109,58093;4859,153307;9630,537094
20140319;31885,46564;4837,127821;9618,919511
20140320;32099,48281;4814,547097;9663,242064
20140321;32043,88;4825,386055;9679,690458
20140324;31992,632;4798,320462;9562,350662
20140325;32171,87375;4860,501562;9713,911278
20140326;31977,48482;4863,209142;9805,66177
20140327;31968,14405;4850,706983;9792,046016
20140328;32083,7676;4870,77745;9864,053299
20140331;32348,33851;4858,112306;9819,857744
20140401;32498,04324;4898,04172;9898,621373
20140402;32585,14601;4905,341602;9907,86744
20140403;32584,26215;4898,05411;9949,173695
20140404;32269,98673;4932,241852;10027,93852
20140407;31941,94835;4878,679781;9919,554914
20140408;31974,65117;4854,993164;9894,401745
20140409;32330,73349;4889,396709;9934,296916
20140410;31805,64154;4894,078277;9869,033992
20140411;31523,45357;4834,935899;9762,53242
20140414;31811,57835;4851,191967;9810,353486
20140415;31987,28268;4820,13439;9722,62134
20140416;32314,0599;4853,839515;9857,5506
20140417;32281,96833;4884,128997;9916,075193
20140418;32281,96833;4884,128997;9916,075193
20140421;32362,0709;4884,128997;9916,075193
20140422;32490,18448;4925,784453;10033,31588
20140423;32473,29977;4926,283908;9959,177474
20140424;32473,29977;4947,142861;10027,17867
20140425;32197,42009;4934,361756;9953,483575
20140428;32369,16561;4945,04271;9991,335687
20140429;32539,64737;4996,52675;10081,3728
20140430;32629,12186;5008,211408;10071,43559
20140501;32585,90114;5029,517202;10071,43559
20140502;32495,41564;5039,52494;10024,69885
20140505;32533,01261;5039,52494;10038,05894
20140506;32278,08914;5021,900858;9960,192263
20140507;32541,85973;5025,333783;10010,3616
20140508;32605,74916;5056,990217;10149,17333
20140509;32678,24153;5038,738105;10083,28367
20140512;32899,19351;5066,23428;10173,46435
20140513;32947,78776;5082,001361;10199,20739
20140514;32760,31831;5097,109393;10201,9785
20140515;32444,24619;5069,248201;10076,08245
20140516;32532,03845;5080,302382;10112,78834
20140519;32572,57745;5071,961083;10143,36654
20140520;32301,21954;5040,431838;10126,36219
20140521;32625,2148;5058,566878;10164,29729
20140522;32653,85498;5058,208562;10187,2749
20140523;32778,58768;5054,64611;10221,55545
20140526;32778,58768;5054,64611;10298,40052
20140527;32915,2359;5076,288073;10313,10691
20140528;32838,67234;5081,713916;10317,38812
20140529;32981,43539;5096,60067;10324,97261
20140530;33017,83818;5076,741471;10304,07061
20140602;33070,09584;5091,273012;10321,43397
20140603;33034,01015;5070,646342;10298,19687
20140604;33064,01299;5061,594903;10293,06622
20140605;33258,74598;5057,778409;10402,20301
20140606;33439,90475;5090,972357;10476,27688
20140609;33477,08304;5103,434972;10494,58119
20140610;33482,66613;5102,364033;10508,02386
20140611;33281,04052;5082,713352;10422,78541
20140612;33078,5267;5085,864944;10421,15326
20140613;33160,65876;5037,360209;10395,70687
20140616;33171,06807;5020,112001;10319,66715
20140617;33225,39964;5029,12793;10379,20573
20140618;33419,36838;5038,894962;10366,16155
20140619;33451,48494;5060,861086;10440,9143
20140620;33502,13938;5073,56705;10391,2724
20140623;33482,7155;5055,247154;10332,29587
20140624;33247,21676;5045,223827;10338,63089
20140625;33344,844;5005,934749;10220,43999
20140626;33302,56849;5007,045536;10172,40913
20140627;33313,86735;5023,885963;10166,34168
20140630;33263,97462;5013,607304;10133,92809
20140701;33524,99101;5057,453605;10223,79287
20140702;33567,27293;5068,436055;10186,20053
20140703;33749,23793;5104,75454;10291,58411
20140704;33749,23793;5105,376987;10243,68958
20140707;33662,12838;5073,746425;10098,76352
20140708;33442,1958;5010,50054;9953,82762
20140709;33601,74499;4995,894276;9993,508089
20140710;33462,18925;4961,928395;9859,244674
20140711;33519,04059;4975,168587;9894,170153
20140714;33739,83975;5016,786638;9971,053811
20140715;33750,2572;4990,246984;9868,521526
20140716;33911,77344;5046,557229;10014,65422
20140717;33601,33475;5012,078498;9893,294407
20140718;33845,50611;5020,356652;9937,283247
20140721;33749,60435;5004,734277;9867,202735
20140722;33871,94424;5054,491104;10015,71138
20140723;33818,68666;5058,441213;10031,29639
20140724;33813,09398;5075,788644;10109,98731
20140725;33569,17684;5053,532255;9926,369362
20140728;33612,77433;5050,942747;9958,980104
20140729;33473,27507;5065,584719;10006,65958
20140730;33413,72573;5040,055178;9884,543157
20140731;32786,13945;5007,812874;9732,889394
20140801;32647,70691;4969,920896;9633,497494
20140804;32797,96151;4968,679391;9666,606421
20140805;32524,08373;4972,371496;9702,488767
20140806;32580,9109;4948,418642;9643,501926
20140807;32432,16169;4919,493279;9512,133114
20140808;32800,02649;4897,120545;9507,498486
20140811;32840,61759;4945,932715;9621,858107
20140812;32821,9076;4945,635195;9540,38582
20140813;33021,35356;4979,658622;9615,19631
20140814;33143,86477;5001,043819;9639,566912
20140815;33057,01171;5003,89486;9568,349489
20140818;33405,84123;5042,924866;9697,394172
20140819;33569,80894;5071,393982;9751,935602
20140820;33698,81823;5061,060769;9720,632099
20140821;33818,62854;5077,675743;9840,152364
20140822;33751,58575;5075,876324;9748,160961
20140825;33901,77072;5075,876324;9952,863133
20140826;33960,99051;5111,467192;10070,46558
20140827;33998,40927;5118,926255;10074,70746
20140828;33927,50938;5100,299843;10007,73205
20140829;33965,01441;5110,750585;10042,10452
20140901;33965,01441;5114,923164;10039,09428
20140902;33909,64984;5117,81635;10035,88895
20140903;33930,95748;5154,78396;10135,69475
20140904;33913,66895;5158,07423;10303,18452
20140905;34048,34092;5140,92232;10283,81111
20140908;34003,81177;5125,673272;10257,30818
20140909;33809,96151;5121,352743;10205,60353
20140910;33923,73208;5123,161466;10201,97564
20140911;33894,05694;5100,28697;10179,31647
20140912;33771,8121;5105,794813;10181,16002
20140915;33858,56444;5103,732487;10151,19457
20140916;34059,00768;5094,75078;10106,53895
20140917;34108,48013;5086,426001;10157,5629
20140918;34328,2655;5115,224727;10233,87385
20140919;34355,58929;5129,196561;10225,89681
20140922;34142,74457;5080,974381;10183,10712
20140923;33910,4923;5007,799657;10007,1861
20140924;34217,05509;5031,568227;10131,99776
20140925;33691,64656;4981,62512;9997,831818
20140926;34024,38401;4988,893857;10088,44059
20140929;33941,00813;4986,79972;10004,24207
20140930;33887,12662;4968,88013;10137,78976
20141001;33416,84274;4920,49956;10020,77744
20141002;33414,67179;4837,114611;9739,346887
20141003;33829,64267;4898,283631;9829,03475
20141006;33794,2635;4925,099778;9839,996389
20141007;33252,27244;4874,022981;9662,357819
20141008;33811,7615;4864,015496;9568,198114
20141009;33145,3059;4827,564668;9506,984019
20141010;32916,21178;4758,598342;9351,47792
20141013;32472,46172;4778,318399;9371,148647
20141014;32460,77064;4798,160695;9393,083936
20141015;32115,66009;4662,277467;9051,822623
20141016;32075,8593;4650,901975;9003,347508
20141017;32599,61253;4736,763748;9266,569302
20141020;32637,95464;4704,314862;9170,208643
20141021;33066,10821;4783,327672;9376,980067
20141022;32768,87505;4803,896614;9431,789825
20141023;33200,0125;4823,404055;9552,616472
20141024;33453,83709;4800,551481;9486,491521
20141027;33478,76572;4781,558505;9412,594489
20141028;33852,63124;4810,646406;9449,187148
20141029;33790,05398;4849,497415;9444,533418
20141030;34230,20409;4857,201908;9514,841698
20141031;34618,57935;4919,514289;9725,870583
20141103;34570,25616;4875,558416;9636,129913
20141104;34605,28408;4850,008278;9489,4464
20141105;34821,26829;4914,008142;9669,186847
20141106;34974,6158;4930,619304;9713,437152
20141107;35022,21232;4942,73196;9626,619826
20141110;35101,55986;4975,85299;9702,268225
20141111;35103,8635;4988,007864;9754,234951
20141112;35118,19725;4975,695086;9606,638197
20141113;35199,12597;5000,140659;9627,029729
20141114;35176,84496;5014,400947;9660,396938
20141117;35202,78555;5027,662882;9714,723121
20141118;35286,69214;5055,66116;9798,133099
20141119;35293,48229;5046,216894;9806,880452
20141120;35359,86702;5037,659553;9733,379797
20141121;35550,56294;5091,862636;9993,178037
20141124;35566,2019;5076,043867;10041,93106
20141125;35560,30524;5077,065414;10073,82223
20141126;35600,68453;5075,580441;10053,38195
20141127;35600,68453;5071,941104;10073,88347
20141128;35609,34083;5071,334735;10091,90186
20141201;35506,59716;5021,359544;10062,35845
20141202;35717,85662;5086,028136;10091,56358
20141203;35794,89531;5066,813696;10099,73969
20141204;35769,87091;5039,558671;9943,422968
20141205;35887,16475;5087,444581;10167,46488
20141208;35681,77221;5034,102529;10066,25691
20141209;35579,28024;4926,452725;9809,639194
20141210;35043,52387;4904,247206;9726,738013
20141211;35193,95666;4876,056656;9722,02783
20141212;34562,91281;4754,515017;9453,028765
20141215;34362,92598;4665,539401;9231,460716
20141216;34138,98441;4778,059244;9433,868398
20141217;34714,99014;4781,873909;9476,978325
20141218;35560,53496;4879,878506;9794,082494
20141219;35613,84352;4939,699961;9777,728982
20141222;35923,16162;4963,452695;9807,210003
20141223;36052,64362;4979,630667;9946,750535
20141224;36064,71833;4988,502646;9902,690035
20141225;36064,71833;4988,502646;9902,690035
20141226;36111,73263;4988,502646;9902,690035
20141229;36080,77512;5007,371114;9953,568696
20141230;35970,43283;4942,067805;9786,718594
20141231;35650,38878;4956,474715;9849,43512
20150101;35650,38878;4956,474715;9849,43512
20150102;35677,81379;4942,970025;9802,274077
20150105;35014,91269;4844,34912;9477,401591
20150106;34754,80158;4806,117951;9413,178531
20150107;35197,16392;4846,365679;9480,550546
20150108;35844,37145;4959,912107;9820,48188
20150109;35503,0932;4907,961502;9633,493306
20150112;35309,895;4908,169063;9746,831171
20150113;35255,52186;4938,952623;9889,835293
20150114;34882,0439;4822,889129;9735,31359
20150115;34678,11247;4908,820456;9965,722237
20150116;35060,2376;4947,715567;10095,77932
20150119;35060,2376;4974,349738;10131,07219
20150120;35067,56638;5000,459909;10249,75244
20150121;35154,01512;5081,996387;10339,20522
20150122;35674,09515;5135,480771;10497,21728
20150123;35390,97047;5162,833232;10699,87792
20150126;35403,18798;5177,616506;10779,27887
20150127;34819,4483;5146,794029;10661,87626
20150128;34427,26629;5157,621883;10631,27618
20150129;34878,79967;5146,036245;10678,50723
20150130;34374,34519;5099,793531;10615,8404
20150202;34767,04162;5124,841593;10669,84719
20150203;35378,56006;5192,273453;10785,65537
20150204;35398,49389;5183,375671;10828,07567
20150205;35822,8431;5188,623097;10844,2364
20150206;35724,50574;5179,185429;10815,93375
20150209;35533,94672;5166,871373;10723,83046
20150210;35813,63922;5160,808042;10826,58931
20150211;35845,75301;5152,670167;10789,0797
20150212;36080,7579;5169,32033;10897,03409
20150213;36175,06654;5203,698829;10973,47394
20150216;36175,06654;5191,229364;10956,39509
20150217;36235,72576;5222,329762;10961,10676
20150218;36200,13853;5222,290447;11064,9394
20150219;36114,58736;5223,454283;11143,92181
20150220;36434,18947;5243,40133;11138,42522
20150223;36386,78867;5241,08892;11210,8242
20150224;36572,26445;5269,50326;11266,48208
20150225;36603,15558;5258,701104;11256,75298
20150226;36605,09031;5271,538506;11322,24215
20150227;36440,8609;5269,203746;11416,44504
20150302;36754,21965;5264,639473;11337,68938
20150303;36582,89191;5225,565718;11226,85322
20150304;36368,9097;5248,405727;11337,7629
20150305;36446,92674;5291,466512;11444,18865
20150306;35893,45104;5253,959739;11446,12534
20150309;36172,72853;5227,109882;11383,53163
20150310;35511,42111;5096,798698;11256,14251
20150311;35467,19968;5110,995004;11523,13908
20150312;35999,83214;5147,285679;11499,1126
20150313;35706,31136;5131,684544;11552,44427
20150316;36165,19596;5180,02534;11669,32236
20150317;35907,00878;5205,5563;11595,01344
20150318;36363,89092;5287,459323;11605,38287
20150319;36128,19956;5307,784571;11614,05163
20150320;36467,42329;5353,668794;11730,02752
20150323;36444,06558;5365,227903;11668,99931
20150324;36233,04077;5351,516464;11752,30956
20150325;35644,39967;5329,627713;11596,90249
20150326;35563,31889;5259,583588;11563,07703
20150327;35632,58658;5228,836337;11627,07893
20150330;36162,96764;5256,608534;11741,32422
20150331;35766,5578;5166,300034;11626,10871
20150401;35615,1087;5194,110153;11692,12525
20150402;35746,03525;5214,927613;11719,66024
20150403;35746,03525;5214,927613;11719,66024
20150406;35982,71015;5214,927613;11719,66024
20150407;35971,76604;5312,843617;11897,61597
20150408;36033,67079;5295,336287;11864,51874
20150409;36146,82795;5356,142478;12031,03601
20150410;36345,94425;5412,958963;12103,79893
20150413;36183,69636;5394,49149;12135,35333
20150414;36303,77055;5402,864213;12052,06186
20150415;36456,5495;5419,292745;12135,8798
20150416;36452,18438;5395,248146;12066,91496
20150417;35889,54411;5344,952672;11879,30952
20150420;36309,5763;5388,888849;11981,69567
20150421;36137,748;5397,146605;12013,52829
20150422;36316,29359;5370,639709;12056,21436
20150423;36366,30919;5397,586746;11981,77126
20150424;36409,51195;5410,619306;12033,91733
20150427;36324,5846;5436,079595;12198,58596
20150428;36469,91519;5379,877012;11982,98033
20150429;36319,67978;5315,410059;11674,9798
20150430;35926,95796;5329,144481;11712,07475
20150501;36296,56664;5348,529278;11712,07475
20150504;36389,89266;5348,529278;11794,40981
20150505;36106,75669;5303,839255;11555,24794
20150506;35973,17231;5308,556206;11574,62133
20150507;36145,65324;5277,945028;11551,22471
20150508;36684,18859;5400,467388;11842,44538
20150511;36520,69023;5387,458955;11757,42949
20150512;36446,1876;5313,848431;11632,98678
20150513;36447,39903;5325,980664;11607,29838
20150514;36834,35869;5353,140973;11765,0784
20150515;36889,77331;5343,506833;11683,48174
20150518;36942,91938;5349,944065;11739,12508
20150519;36974,37593;5370,078963;11987,29816
20150520;36933,68663;5379,417459;12043,23224
20150521;36944,46929;5388,390629;12074,66779
20150522;36835,93914;5402,40958;12065,72721
20150525;36835,93914;5402,40958;12005,39666
20150526;36451,09531;5338,849614;11942,00224
20150527;36696,4678;5403,644526;12174,54808
20150528;36645,97769;5410,992716;12075,68229
20150529;36412,58616;5367,574603;11770,28153
20150601;36472,6204;5343,870287;11819,43008
20150602;36423,10902;5324,416349;11776,60725
20150603;36553,18914;5341,471142;11848,74373
20150604;36208,01803;5275,685361;11738,01999
20150605;36094,53526;5233,658997;11581,75928
20150608;35935,10615;5222,464068;11457,24238
20150609;35930,04482;5194,586564;11439,69119
20150610;36408,10432;5253,407822;11645,9421
20150611;36504,2021;5272,533515;11731,99632
20150612;36219,82322;5224,920594;11566,37165
20150615;36001,94795;5167,632077;11363,82291
20150616;36231,23349;5167,303962;11421,64296
20150617;36294,49631;5144,550513;11310,12277
20150618;36662,05534;5166,321182;11340,47469
20150619;36459,89425;5168,297401;11368,55041
20150622;36670,02295;5257,038959;11801,1501
20150623;36719,17901;5264,126122;11940,62709
20150624;36358,94875;5271,772238;11911,51537
20150625;36205,74116;5244,809632;11917,21405
20150626;36319,71843;5203,113596;11958,47237
20150629;35610,73665;5100,478696;11510,91812
20150630;35661,51325;5023,820909;11322,709
20150701;35959,3416;5091,316718;11542,50675
20150702;35903,06116;5109,489406;11435,45421
20150703;35903,06116;5075,050377;11370,78187
20150706;35808,83202;5036,4428;11144,05586
20150707;35997,83146;4956,713914;10891,22095
20150708;35475,74926;5001,78143;10972,52919
20150709;35543,00225;5072,306476;11252,10535
20150710;35971,95995;5143,015553;11597,09135
20150713;36412,01372;5192,778247;11821,8473
20150714;36565,73484;5204,951602;11903,14722
20150715;36558,83363;5204,955558;11938,08573
20150716;36711,20157;5237,860505;12113,73336
20150717;36642,71128;5221,395511;12120,55672
20150720;36671,00075;5231,883488;12163,38218
20150721;36304,04981;5216,762832;12078,41331
20150722;36174,75611;5138,363837;12021,65718
20150723;35933,35594;5130,693652;12031,50697
20150724;35602,25998;5072,721218;11962,02112
20150727;35342,98834;5015,143104;11655,09639
20150728;35727,36023;5053,809878;11772,69216
20150729;35972,8221;5112,183531;11867,58672
20150730;35961,85552;5141,383373;11936,14672
20150731;35848,12801;5162,513147;12021,75145
20150803;35662,37309;5156,611856;12111,40203
20150804;35566,11088;5155,026696;12091,58544
20150805;35571,39108;5205,787088;12291,67298
20150806;35351,22162;5209,143139;12280,73436
20150807;35257,12669;5187,062886;12192,37443
20150810;35747,80328;5200,750166;12288,53428
20150811;35326,8166;5145,407757;12060,57001
20150812;35341,59934;5073,342296;11649,9656
20150813;35353,26789;5098,157628;11795,23943
20150814;35493,69754;5084,501818;11723,3929
20150817;35645,86359;5084,166491;11790,46743
20150818;35581,32107;5065,528888;11758,34985
20150819;35264,8149;4970,18113;11552,20349
20150820;34537,03189;4946,802949;11314,38214
20150821;33467,96902;4806,787007;10953,53245
20150824;32271,56368;4582,449225;10368,06492
20150825;31854,92064;4724,203495;10797,13215
20150826;33113,67981;4644,851528;10646,20645
20150827;33864,50669;4811,288908;11017,86147
20150828;33860,97466;4854,736994;11057,93165
20150831;33627,04104;4854,736994;11005,48273
20150901;32679,48073;4707,569544;10741,07198
20150902;33275,81119;4726,816044;10773,60191
20150903;33327,20493;4813,539592;11007,45829
20150904;32772,82347;4696,058411;10698,30588
20150907;32772,82347;4720,610839;10761,11846
20150908;33575,50038;4776,240588;10876,12592
20150909;33095,51617;4840,670451;11033,02177
20150910;33251,96142;4788,730612;10872,0216
20150911;33471,66496;4759,126835;10758,94374
20150914;33345,10825;4733,326225;10686,63561
20150915;33811,32685;4774,559452;10807,79273
20150916;34096,69183;4845,82901;10988,66131
20150917;33967,00522;4813,098705;11010,65208
20150918;33375,94451;4748,627239;10728,5126
20150921;33631,80316;4752,199626;10845,95401
20150922;33265,70754;4617,721394;10474,61134
20150923;33162,6836;4692,717958;10484,83054
20150924;33002,63585;4638,063997;10282,39621
20150925;33233,52107;4752,837836;10597,95648
20150928;32596,3922;4636,020063;10320,7722
20150929;32692,61138;4597,409871;10289,2197
20150930;33172,48245;4715,953141;10553,48846
20151001;33149,48239;4725,533382;10485,3757
20151002;33563,65526;4770,287894;10561,98646
20151005;34183,18768;4901,757538;10936,30956
20151006;34211,23068;4922,949349;11039,90745
20151007;34471,64938;4930,883081;11055,79014
20151008;34753,87627;4962,833599;11076,07119
20151009;34822,64567;4995,016315;11136,43807
20151012;34919,19519;4959,995213;11106,3702
20151013;34817,33477;4937,497801;11008,10879
20151014;34497,04639;4880,922457;10926,6679
20151015;34939,34939;4934,688022;11083,75477
20151016;35090,64207;4965,334034;11148,9416
20151019;35120,32866;4945,320255;11151,99276
20151020;35092,95708;4939,719082;11080,25696
20151021;35003,11973;4942,281121;11130,72141
20151022;35667,15401;4970,441552;11384,57458
20151023;35988,43676;5023,292618;11672,52081
20151026;35940,20347;5002,199869;11609,67932
20151027;35855,31833;4961,863472;11490,99074
20151028;36259,30619;5018,401748;11594,13371
20151029;36210,93664;4987,008715;11582,85062
20151030;36022,77232;4959,94546;11610,92286
20151102;36359,72408;4960,494431;11654,91324
20151103;36542,02955;4977,500792;11702,23764
20151104;36458,37069;5000,323232;11730,95766
20151105;36457,00744;4966,998481;11806,22919
20151106;36570,45196;4958,354046;11815,97896
20151109;36213,17397;4912,569523;11642,96806
20151110;36285,6317;4897,056029;11648,43379
20151111;36171,2323;4914,165884;11744,12588
20151112;35651,93003;4830,077784;11516,79412
20151113;35237,47113;4782,854273;11401,3189
20151116;35737,93435;4804,825789;11394,91797
20151117;35756,09824;4900,493618;11710,37155
20151118;36276,43554;4908,476823;11637,83031
20151119;36267,41716;4953,333845;11657,68792
20151120;36463,90854;4957,013101;11649,73869
20151123;36400,21541;4934,208828;11597,89246
20151124;36440,12612;4912,095502;11434,59561
20151125;36442,58637;4959,364812;11607,08375
20151126;36442,58637;5005,066738;11732,8794
20151127;36428,78164;4990,99114;11695,21664
20151130;36276,86002;4976,070326;11760,33882
20151201;36629,74377;5007,044346;11662,49877
20151202;36318,37152;5026,831313;11641,69316
20151203;35802,1438;4913,193622;11225,11237
20151204;36559,99401;4884,450847;11188,51511
20151207;36324,46169;4873,289296;11291,83971
20151208;35999,86423;4804,151195;11114,85863
20151209;35844,74964;4797,463296;11009,43744
20151210;36023,41207;4767,880901;11003,75723
20151211;35395,25439;4661,948464;10800,77641
20151214;35607,006;4600,297607;10619,18888
20151215;35927,6467;4712,859559;10954,71622
20151216;36387,24084;4746,847045;10979,08968
20151217;35871,21613;4779,887753;11104,60325
20151218;35118,17167;4740,628765;10980,49506
20151221;35370,4878;4726,853823;10854,98473
20151222;35710,12831;4764,65825;10860,75675
20151223;36090,10927;4888,320606;11115,00885
20151224;35986,69801;4900,279841;11088,02034
20151225;35986,69801;4900,279841;11088,02034
20151228;35937,69525;4900,279841;10980,47101
20151229;36332,80631;4947,22959;11178,81286
20151230;36092,70684;4915,484682;11121,22053
20151231;35726,02861;4890,970432;11025,924
20160101;35726,02861;4890,970432;11025,924
20160104;35169,09613;4774,314606;10753,38703
20160105;35189,03939;4808,640712;10789,48497
20160106;34683,92718;4758,59952;10653,58694
20160107;33878,8958;4665,817866;10470,74643
20160108;33534,96616;4633,185329;10304,72817
20160111;33641,88219;4601,365694;10254,75207
20160112;33883,25112;4646,352463;10411,70504
20160113;33134,83887;4671,215027;10443,06946
20160114;33601,84137;4637,788127;10255,11813
20160115;32810,57841;4548,343465;10010,85032
20160118;32810,57841;4529,395561;9961,876235
20160119;32867,91892;4605,318633;10159,65112
20160120;32365,66803;4446,066497;9809,340825
20160121;32603,67156;4526,413461;10004,34145
20160122;33036,44998;4625,363008;10314,20678
20160125;32608,87305;4607,326233;10253,89991
20160126;33187,78535;4634,339703;10362,0698
20160127;32730,47557;4696,206237;10418,08219
20160128;32987,45752;4650,268969;10279,65929
20160129;33801,70231;4769,441897;10505,25982
20160201;33766,55707;4750,871549;10459,10887
20160202;33159,66917;4642,613297;10201,12787
20160203;33543,45513;4576,079801;10065,32891
20160204;33714,86352;4626,691593;10069,05626
20160205;33280,27219;4586,925038;10002,72918
20160208;32933,16171;4462,445811;9682,783933
20160209;32917,40079;4417,61009;9519,031036
20160210;32748,90329;4449,696688;9670,614507
20160211;32225,09333;4347,563752;9278,9295
20160212;32870,51965;4481,53592;9513,118434
20160215;32870,51965;4573,156119;9799,324275
20160216;33348,67063;4602,908979;9788,378222
20160217;33889,71827;4734,934211;10080,83199
20160218;33806,49655;4704,946384;10095,80283
20160219;33772,92575;4687,835673;10055,98647
20160222;34244,05185;4756,768174;10236,15959
20160223;33854,90367;4697,349661;10092,6209
20160224;33964,53678;4622,403451;9894,772812
20160225;34405,18572;4742,236187;10116,50407
20160226;34299,63449;4807,860944;10273,94454
20160229;34054,29326;4808,712703;10366,75476
20160301;34773,00637;4852,710889;10493,65087
20160302;34843,60687;4848,117037;10536,64072
20160303;34937,78794;4844,257745;10515,66491
20160304;35067,41885;4898,756088;10612,19997
20160307;35205,94599;4885,301446;10578,07066
20160308;34997,80225;4840,285593;10486,94528
20160309;35086,74068;4856,787945;10538,44731
20160310;35075,92808;4774,354045;10359,13655
20160311;35537,68964;4855,88388;10698,31686
20160314;35570,34997;4883,392119;10731,18443
20160315;35616,58342;4856,029811;10650,31602
20160316;35769,84661;4884,119788;10627,37376
20160317;36091,35998;4910,884491;10579,5053
20160318;36340,76612;4901,79132;10626,21218
20160321;36385,30294;4897,785141;10558,30745
20160322;36300,04675;4904,245727;10568,24137
20160323;36134,90708;4909,295327;10554,50437
20160324;36162,05333;4838,580351;10329,54732
20160325;36162,05333;4838,580351;10329,54732
20160328;36202,63131;4838,580351;10329,54732
20160329;36404,39014;4838,119762;10417,78236
20160330;36576,88192;4915,195136;10603,27952
20160331;36511,70265;4894,498697;10461,66926
20160401;36733,96255;4871,634643;10311,78647
20160404;36628,77084;4886,436902;10366,60513
20160405;36352,7094;4828,18488;10140,09769
20160406;36597,58665;4883,987337;10222,08896
20160407;36237,96569;4870,872073;10129,68112
20160408;36310,25771;4924,466358;10266,18018
20160411;36267,81621;4921,055117;10288,84979
20160412;36608,33849;4954,611499;10368,26615
20160413;36994,6976;5050,246276;10712,75613
20160414;37041,65911;5054,729277;10763,33293
20160415;36981,8013;5037,778384;10724,34627
20160418;37202,27052;5045,53523;10752,19432
20160419;37304,43918;5086,695987;10901,32322
20160420;37392,59857;5090,593657;10962,06621
20160421;37168,45014;5070,300577;10940,35586
20160422;37212,33044;5013,886614;10913,08705
20160425;37157,55084;4974,542613;10856,8593
20160426;37184,58677;4993,297788;10849,00678
20160427;37290,46567;5021,415583;10913,85416
20160428;36854,77681;5028,189062;10908,9699
20160429;36736,72466;4964,164281;10610,34955
20160502;36979,62332;4964,164281;10655,87331
20160503;36689,73028;4919,386503;10486,14424
20160504;36487,45627;4860,873111;10376,08424
20160505;36515,06118;4869,713237;10396,56772
20160506;36700,12572;4876,43541;10376,86819
