;DJ Industrial Average - Index Total Return Level;FTSE 100 - Index Total Return Level;France CAC 40 - Index Total Return Level
;DJIAK:FG_TOTAL_RET_IDX(,,'UNHEDGED');180555:FG_TOTAL_RET_IDX(,,'UNHEDGED');180454:FG_TOTAL_RET_IDX(,,'UNHEDGED')
;19870930;19851231;19871231
;20251208;20251208;20251208
;Index;Index;Index
;Dow Jones Global;FTSE UK;Euronext
20200506;53886,2376;5479,026379;12164,53767
20200507;54407,09864;5563,608406;12351,28581
20200508;55457,71115;5563,608406;12483,53876
20200511;55208,51992;5567,131357;12336,01169
20200512;54180,01986;5618,716213;12290,78608
20200513;53006,46293;5533,683752;11940,28646
20200514;53874,31511;5389,596791;11742,9165
20200515;54011,32626;5444,257245;11755,28704
20200518;56111,06898;5677,822451;12361,81213
20200519;55227,41254;5634,303473;12251,39244
20200520;56077,3443;5695,258404;12358,05789
20200521;55868,09815;5649,90345;12216,45904
20200522;55863,47937;5629,100459;12214,02272
20200525;55863,47937;5629,100459;12476,05593
20200526;57073,55001;5699,05109;12658,32869
20200527;58336,63417;5770,899425;12885,04594
20200528;58010,48752;5842,006553;13113,30016
20200529;58013,46373;5708,435974;12904,5469
20200601;58223,52056;5792,810249;13094,00295
20200602;58835,1935;5843,275186;13363,00802
20200603;60063,71243;5995,718829;13815,02897
20200604;60090,99915;5957,327637;13786,41517
20200605;61986,79879;6091,52987;14297,53948
20200608;63041,88523;6080,531145;14237,96532
20200609;62368,96967;5951,953508;14016,7547
20200610;61723,35966;5945,763026;13902,06241
20200611;57465,5648;5713,555563;13247,81248
20200612;58573,26593;5740,340212;13312,92426
20200615;58933,81432;5702,279478;13248,14876
20200616;60138,9371;5869,723277;13624,32628
20200617;59749,20594;5879,559931;13744,02587
20200618;59658,8335;5852,708308;13641,64404
20200619;59201,16612;5917,153644;13698,57619
20200622;59552,41707;5872,028467;13614,28787
20200623;59852,50278;5943,026759;13815,94648
20200624;58227,45705;5758,322609;13413,04062
20200625;58913,16546;5781,967928;13543,05663
20200626;57242,60463;5793,40521;13518,44918
20200629;58570,38973;5855,924026;13638,00842
20200630;59067,13202;5803,223044;13611,90808
20200701;58895,58721;5792,141741;13591,31752
20200702;59126,79898;5874,450855;13930,79155
20200703;59126,79898;5796,261157;13826,09277
20200706;60179,14101;5917,353747;14031,46079
20200707;59270,62848;5826,94654;13953,12319
20200708;59676,0518;5795,18786;13782,82078
20200709;58858,84589;5699,33128;13616,45579
20200710;59704,21841;5742,46517;13753,33886
20200713;59728,24627;5818,569362;13990,62087
20200714;61003,13651;5821,923361;13872,37336
20200715;61524,05433;5928,28472;14153,61943
20200716;61214,04776;5888,759481;14087,95728
20200717;61086,52733;5926,070226;14044,03881
20200720;61106,94857;5898,965349;14109,84986
20200721;61472,33169;5906,694111;14140,61929
20200722;61851,22424;5847,692443;13954,54113
20200723;61054,02143;5854,408481;13945,23391
20200724;60636,08641;5771,826099;13731,01692
20200727;60899,25978;5753,974498;13684,44131
20200728;60428,53297;5776,948606;13654,85282
20200729;60795,71873;5779,026971;13737,41054
20200730;60284,14113;5646,605527;13444,31788
20200731;60546,86917;5559,658655;13252,4731
20200803;61087,72436;5687,005252;13508,01057
20200804;61463,58887;5689,971421;13545,65712
20200805;62318,24064;5754,752597;13667,03369
20200806;62748,31637;5689,312863;13533,4756
20200807;62893,36303;5694,252982;13545,65788
20200810;63714,01547;5711,630014;13601,02517
20200811;63474,37678;5809,570591;13929,2714
20200812;64152,7241;5928,305115;14054,81356
20200813;63989,70673;5859,662594;13969,13408
20200814;64068,37054;5769,121834;13749,0129
20200817;63870,84571;5804,544289;13773,98704
20200818;63745,18027;5756,401154;13680,11438
20200819;63557,72176;5789,905421;13788,64652
20200820;63665,23673;5703,623334;13605,83025
20200821;64125,83529;5692,757114;13564,50071
20200824;65009,88648;5790,301244;13873,56371
20200825;64872,06423;5726,068399;13874,62802
20200826;65063,75529;5734,222308;13985,89645
20200827;65432,01633;5691,569207;13895,96449
20200828;65817,99737;5657,01355;13859,87074
20200831;65341,66892;5657,01355;13705,50207
20200901;65837,21312;5560,718752;13680,23663
20200902;66905,27192;5635,560104;13939,63436
20200903;65048,12836;5554,588477;13878,08219
20200904;64681,6008;5505,438095;13754,9479
20200907;64681,6008;5636,750191;14003,57904
20200908;63227,59218;5630,011267;13781,3487
20200909;64251,08597;5708,368441;13978,46038
20200910;63317,71367;5699,404284;13925,64989
20200911;63638,01666;5726,71868;13953,9507
20200914;64407,22966;5721,176802;14003,13609
20200915;64412,45233;5796,451538;14047,61865
20200916;64497,07469;5770,760373;14065,61194
20200917;64197,03619;5743,853744;13968,81046
20200918;63634,35047;5703,155058;13798,83445
20200921;62461,59657;5510,649054;13283,17184
20200922;62784,79646;5534,546004;13229,94591
20200923;61576,77063;5600,812563;13311,48416
20200924;61697,11907;5528,719375;13201,61673
20200925;62521,99786;5547,600911;13130,58201
20200928;63465,5599;5628,558035;13445,98846
20200929;63163,25067;5599,665975;13414,89783
20200930;63920,31047;5569,84703;13335,4053
20201001;64006,74942;5587,374413;13392,60069
20201002;63698,20727;5608,915782;13394,93894
20201005;64783,70637;5647,706745;13525,39181
20201006;63918,60722;5654,357347;13590,85837
20201007;65140,01274;5650,85294;13553,50616
20201008;65436,9221;5681,590363;13636,6199
20201009;65808,46204;5718,295944;13733,41698
20201012;66385,38646;5703,784956;13823,61319
20201013;66022,32848;5673,682657;13735,66317
20201014;65640,64049;5640,753984;13719,12992
20201015;65595,04998;5544,870862;13429,74296
20201016;65853,14376;5627,635519;13703,04333
20201019;64907,25428;5594,429223;13721,79423
20201020;65168,22587;5598,771101;13684,77432
20201021;64942,69674;5491,610158;13475,62258
20201022;65306,52264;5501,957782;13468,50725
20201023;65257,43947;5572,924988;13630,24051
20201026;63760,04471;5508,009175;13370,61511
20201027;63248,33634;5448,073587;13133,34286
20201028;61076,03809;5309,05441;12690,44216
20201029;61396,51876;5309,574882;12686,41142
20201030;61033,76192;5305,318139;12754,62691
20201102;62008,99291;5379,228285;13023,62234
20201103;63287,12738;5504,595877;13341,42873
20201104;64133,78729;5596,384536;13666,91479
20201105;65388,2077;5621,185052;13836,6534
20201106;65237,50208;5624,842381;13772,48506
20201109;67184,49324;5887,781091;14814,78856
20201110;67790,37081;5993,00402;15044,23912
20201111;67736,70369;6074,143188;15117,09169
20201112;67024,17407;6042,148206;14887,68317
20201113;67969,52852;6020,662556;14936,49058
20201116;69054,63199;6120,646547;15190,02702
20201117;68688,96137;6067,305607;15222,01285
20201118;67909,04386;6086,28282;15300,9894
20201119;68034,71535;6038,399509;15198,86539
20201120;67527,61336;6054,706871;15257,7832
20201123;68299,3497;6037,918005;15247,40679
20201124;69349,46878;6131,650211;15431,40527
20201125;68948,40378;6092,486339;15467,11452
20201126;68948,40378;6070,82552;15454,62236
20201127;69046,50601;6075,262992;15541,77847
20201130;68445,0437;5978,52337;15320,70643
20201201;68891,90436;6091,626292;15503,15574
20201202;69053,00702;6166,672476;15506,96909
20201203;69251,1071;6193,451931;15482,94864
20201204;69849,05617;6250,675344;15579,55831
20201207;69505,87791;6255,60284;15489,31593
20201208;69746,4753;6258,869463;15454,00169
20201209;69516,52381;6264,093945;15419,079
20201210;69363,95487;6299,156539;15426,93564
20201211;69472,8804;6248,567157;15309,90361
20201214;69055,43398;6234,32663;15366,57467
20201215;69836,50835;6216,656353;15373,44087
20201216;69732,96864;6271,626355;15421,71948
20201217;70077,13738;6261,214777;15426,67004
20201218;69789,64541;6240,301086;15366,58394
20201221;69876,14405;6132,435452;14992,696
20201222;69411,47061;6167,650956;15197,0501
20201223;69675,83541;6208,354847;15370,17253
20201224;69837,80165;6214,524624;15354,66188
20201225;69837,80165;6214,524624;15354,66188
20201228;70309,77841;6214,524624;15539,19885
20201229;70151,84421;6310,620151;15604,28665
20201230;70322,71136;6265,858401;15569,86716
20201231;70778,10351;6174,773515;15436,40088
20210101;70778,10351;6174,773515;15436,40088
20210104;69898,81476;6281,206161;15561,06812
20210105;70300,37643;6319,796784;15493,25614
20210106;71313,07515;6539,246564;15677,0184
20210107;71818,92988;6554,361915;15786,29021
20210108;71950,45495;6569,940046;15889,40108
20210111;71743,88143;6498,461758;15765,62402
20210112;71882,71345;6456,051218;15733,72925
20210113;71863,68494;6447,837175;15766,29037
20210114;71704,1499;6503,268185;15817,72019
20210115;71294,04742;6439,926839;15624,34468
20210118;71294,04742;6425,521361;15639,87953
20210119;71578,71395;6418,160047;15590,23726
20210120;72175,42655;6444,402714;15673,3102
20210121;72158,84071;6420,529773;15568,46057
20210122;71744,46819;6401,064791;15481,54607
20210125;71658,88298;6347,318476;15238,69667
20210126;71605,73486;6361,809724;15381,15745
20210127;70138,60333;6278,975593;15203,21146
20210128;70833,41209;6239,670957;15344,93781
20210129;69396,66178;6126,185707;15034,98418
20210201;69927,38146;6182,561238;15208,93168
20210202;71028,11083;6230,582217;15491,40176
20210203;71111,71631;6222,140446;15491,23791
20210204;71886,05689;6218,223033;15617,90595
20210205;72103,00548;6204,460733;15759,12542
20210208;72652,8253;6237,167484;15833,69018
20210209;72654,65295;6244,835826;15849,01563
20210210;72798,17298;6237,957137;15791,27444
20210211;72835,95745;6242,278751;15788,55009
20210212;72900,14743;6300,671422;15882,80809
20210215;72900,14743;6459,693026;16112,75259
20210216;73068,932;6452,756919;16113,5391
20210217;73286,71816;6416,467892;16055,9322
20210218;73016,39848;6338,248523;15951,46731
20210219;73018,68664;6344,826055;16077,40648
20210222;73097,55188;6333,548917;16060,38066
20210223;73133,865;6346,668358;16094,90687
20210224;74118,28628;6378,309064;16145,42272
20210225;72844,88579;6384,641876;16106,19596
20210226;71779,31165;6222,8779;15881,55722
20210301;73198,00547;6323,755722;16130,96093
20210302;72863,78021;6347,963175;16178,7177
20210303;72581,93752;6407,204621;16235,3504
20210304;71778,94166;6398,561621;16236,98163
20210305;73106,98502;6378,975326;16103,30271
20210308;73817,58596;6464,224434;16438,42704
20210309;73900,89411;6475,010846;16499,63767
20210310;75003,94724;6470,447597;16682,27148
20210311;75441,86359;6491,254414;16802,58344
20210312;76157,87058;6514,871599;16838,20975
20210315;76564,0414;6503,532086;16808,74973
20210316;76267,78282;6555,475478;16862,95197
20210317;76707,89038;6516,026501;16861,22962
20210318;76360,65025;6538,611509;16883,44741
20210319;75816,15018;6470,159321;16702,91428
20210322;76056,02681;6486,938555;16621,0882
20210323;75340,21905;6460,983269;16556,53059
20210324;75333,03345;6474,191438;16562,05812
20210325;75796,42801;6444,250939;16596,38173
20210326;76849,95882;6507,739899;16697,86548
20210329;77078,82773;6503,464961;16772,29563
20210330;76836,19917;6538,17864;16974,54047
20210331;76644,32844;6481,709193;16916,51488
20210401;77043,23973;6506,237421;17016,13294
20210402;77043,23973;6506,237421;17016,13294
20210405;77931,73091;6506,237421;17016,13294
20210406;77706,37933;6589,530704;17095,27345
20210407;77743,61931;6649,187673;17093,36605
20210408;77886,42354;6708,188189;17191,11866
20210409;78576,93938;6682,611936;17201,39293
20210412;78448,61004;6656,881712;17179,8537
20210413;78290,22503;6658,209254;17242,37011
20210414;78414,88344;6705,642337;17310,6254
20210415;79124,13628;6753,864066;17381,8923
20210416;79506,98291;6788,712734;17529,45601
20210419;79220,95686;6769,901893;17556,27975
20210420;78625,04376;6634,300019;17214,87628
20210421;79359,68714;6668,558479;17341,77834
20210422;78625,80548;6714,24519;17500,1628
20210423;79170,72377;6714,556136;17474,09937
20210426;79026,74;6738,322702;17523,17327
20210427;79034,54359;6720,756977;17532,13738
20210428;78651,86196;6738,856337;17624,97525
20210429;79209,97121;6739,807816;17612,65159
20210430;78778,55544;6747,873954;17520,16988
20210503;79332,91591;6747,873954;17627,55296
20210504;79378,97235;6702,718783;17480,37334
20210505;79605,27628;6815,148742;17769,53363
20210506;80358,97242;6857,482238;17820,08739
20210507;80920,62041;6909,361861;17933,31811
20210510;80839,32885;6903,523143;17971,68224
20210511;79737,22349;6733,263622;17637,88811
20210512;78151,50223;6788,152721;17671,57259
20210513;79179,9706;6751,477937;17696,82285
20210514;80046,37143;6829,31865;17970,35751
20210517;79919,84472;6818,882963;17936,16935
20210518;79318,45991;6820,236999;17910,65437
20210519;78943,68456;6738,750812;17653,77837
20210520;79411,63003;6815,309704;17882,20499
20210521;79699,82265;6813,62542;18002,93847
20210524;80149,74039;6846,181653;18092,23537
20210525;79959,77067;6825,018734;18051,26259
20210526;79984,456;6822,243074;18058,60977
20210527;80325,14422;6817,788982;18183,24813
20210528;80519,35633;6820,642392;18329,59773
20210531;80519,35633;6820,642392;18226,8458
20210601;80626,29549;6876,82633;18346,25243
20210602;80710,06705;6903,56915;18440,9008
20210603;80655,63869;6866,119351;18402,42137
20210604;81073,98758;6870,67968;18424,33083
20210607;80779,73043;6878,624404;18511,17762
20210608;80708,77699;6895,992814;18532,26686
20210609;80366,14249;6882,30964;18567,4487
20210610;80410,68786;6890,673624;18521,6508
20210611;80441,86962;6935,275982;18674,89037
20210614;80258,00477;6947,549271;18719,2842
20210615;80037,69048;6972,625045;18797,00868
20210616;79417,76849;6984,75278;18834,16716
20210617;78927,20816;6955,459816;18872,69896
20210618;77704,87871;6823,256585;18597,81345
20210621;79074,78437;6866,842473;18692,70366
20210622;79234,91918;6893,792922;18718,06195
20210623;79068,40664;6878,283484;18552,66608
20210624;79821,36297;6918,861509;18799,90878
20210625;80374,61183;6944,251991;18776,42211
20210628;80023,14513;6882,85526;18592,56713
20210629;80044,19932;6897,03846;18619,24684
20210630;80534,90033;6848,311259;18450,28443
20210701;80847,33225;6934,685496;18580,65771
20210702;81223,57223;6932,844026;18577,92324
20210705;81223,57223;6973,377153;18619,5661
20210706;80735,63402;6911,059428;18449,27627
20210707;80979,4494;6959,856484;18509,87533
20210708;80382,32463;6847,709158;18138,44257
20210709;81429,04236;6936,559775;18514,70294
20210712;81723,3164;6940,011109;18599,28432
20210713;81472,5531;6939,32327;18597,06256
20210714;81576,33313;6906,667281;18596,80632
20210715;81701,9454;6829,555486;18412,4563
20210716;81003,3136;6825,727742;18318,07413
20210719;79325,45953;6666,28597;17852,72016
20210720;80609,99457;6702,078651;17997,01242
20210721;81278,02046;6816,170757;18330,55972
20210722;81350,60214;6788,21875;18379,07544
20210723;81907,07432;6845,96462;18626,43192
20210726;82100,40917;6843,873745;18654,13844
20210727;81899,99921;6815,284358;18521,78158
20210728;81601,92208;6835,297849;18741,24504
20210729;81960,75281;6897,9609;18810,5892
20210730;81612,53473;6853,01013;18751,02381
20210802;81385,20862;6901,173578;18931,01153
20210803;82035,19519;6924,559354;19066,87769
20210804;81278,92828;6942,234342;19130,46708
20210805;81918,72516;6946,795767;19229,58435
20210806;82259,12131;6949,260412;19331,0205
20210809;82035,15512;6958,374654;19320,31052
20210810;82415,67625;6986,414504;19340,25159
20210811;82930,52611;7044,071336;19447,37384
20210812;82992,99744;7043,688549;19516,80152
20210813;83029,32294;7068,638406;19555,28423
20210816;83313,61617;7005,254801;19392,87421
20210817;82653,8475;7031,813738;19339,20201
20210818;81788,37267;7020,273922;19198,16702
20210819;81640,00637;6928,444674;18732,49191
20210820;82191,47192;6956,946859;18789,82745
20210823;82712,42787;6977,674444;18951,44466
20210824;82783,93668;6994,12866;18898,15123
20210825;82875,78852;7018,019202;18932,67072
20210826;82425,46793;6998,93686;18903,02958
20210827;82997,76962;7021,562678;18948,09119
20210830;82877,5547;7021,562678;18963,3464
20210831;82836,70713;6993,753823;18943,14935
20210901;82749,25521;7023,354204;19165,80505
20210902;83056,89678;7050,895873;19178,24472
20210903;82881,78485;7025,754949;18970,98028
20210906;82881,78485;7073,809719;19122,70942
20210907;82251,22764;7036,595976;19073,29087
20210908;82089,69268;6983,61294;18911,13338
20210909;81747,80015;6914,695852;18956,03134
20210910;81133,49498;6919,606427;18896,62916
20210913;81747,50655;6958,226932;18933,93903
20210914;81079,31749;6924,393774;18866,01395
20210915;81634,63413;6907,097804;18669,33937
20210916;81486,73495;6918,120458;18779,83748
20210917;81096,45403;6855,270728;18631,24686
20210920;79655,7493;6796,466728;18307,29104
